"name","labels"
"LBSPEC","""Specimen Type"""
"LBSPID","""Sponsor-Defined Identifier"""
"LBSTAT","""Completion Status"""
"LBSTNRHI","""Reference Range Upper Limit-Std Units"""
"LBSTNRLO","""Reference Range Lower Limit-Std Units"""
"LBSTRESC","""Character Result/Finding in Std Format"""
"LBSTRESN","""Numeric Result/Finding in Standard Units"""
"LBSTRESU","""Standard Units"""
"LBTEST","""Lab Test or Examination Name"""
"LBTESTCD","""Lab Test or Examination Short Name"""
"LBTPT","""Planned Time Point Name"""
"LBTPTNUM","""Planned Time Point Number"""
"LBTPTREF","""Time Point Reference"""
"LBTSTDTL","""Measurement, Test or Examination Detail"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"MHBDSYCD","""Body System or Organ Class Code"""
"MHBODSYS","""Body System or Organ Class"""
"MHCAT","""Category for Medical History"""
"MHDECOD","""Dictionary-Derived Term"""
"MHDTC","""Date/Time of History Collection"""
"MHDY","""Study Day of History Collection"""
"MHENDTC","""End Date/Time of Medical History Event"""
"MHENDY","""Study Day of End of Observation"""
"MHENRTPT","""End Relative to Reference Time Point"""
"MHENTPT","""End Reference Time Point"""
"MHGRPID","""Group ID"""
"MHHLGT","""High Level Group Term"""
"MHHLGTCD","""High Level Group Term Code"""
"MHHLT","""High Level Term"""
"MHHLTCD","""High Level Term Code"""
"MHLLT","""Lowest Level Term"""
"MHLLTCD","""Lowest Level Term Code"""
"MHMODIFY","""Modified Reported Term"""
"MHOCCUR","""Medical History Occurrence"""
"MHPRESP","""Medical History Event Pre-Specified"""
"MHPTCD","""Preferred Term Code"""
"MHREASND","""Reason Medical History Not Collected"""
"MHSEQ","""Sequence Number"""
"MHSOC","""Primary System Organ Class"""
"MHSOCCD","""Primary System Organ Class Code"""
"MHSPID","""Sponsor-Defined Identifier"""
"MHSTDTC","""Start Date/Time of Medical History Event"""
"MHSTDY","""Study Day of Start of Observation"""
"MHSTRTPT","""Start Relative to Reference Time Point"""
"MHSTTPT","""Start Reference Time Point"""
"MHTERM","""Reported Term for the Medical History"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"PCANLDTC","""Date/Time of Specimen or Sample Analysis"""
"PCCAT","""Test Category"""
"PCDTC","""Date/Time of Specimen Collection"""
"PCDY","""Actual Study Day of Specimen Collection"""
"PCELTM","""Planned Elapsed Time from Time Point Ref"""
"PCENDTC","""End Date/Time of Specimen Collection"""
"PCENDY","""Study Day of End of Observation"""
"PCLLOQ","""Lower Limit of Quantitation"""
"PCMETHOD","""Method of Test or Examination"""
"PCNAM","""Vendor Name"""
"PCORRES","""Result or Finding in Original Units"""
"PCORRESU","""Original Units"""
"PCREASND","""Reason Test Not Done"""
"PCREFID","""Reference ID"""
"PCRFTDTC","""Date/Time of Reference Point"""
"PCSEQ","""Sequence Number"""
"PCSMPLID","""Alternate Sample Identifier"""
"PCSPCCND","""Specimen Condition"""
"PCSPEC","""Specimen Material Type"""
"PCSPID","""Sponsor-Defined Identifier"""
"PCSTAT","""Completion Status"""
"PCSTRESC","""Character Result/Finding in Std Format"""
"PCSTRESN","""Numeric Result/Finding in Standard Units"""
"PCSTRESU","""Standard Units"""
"PCTEST","""Pharmacokinetic Test Name"""
"PCTESTCD","""Pharmacokinetic Test Short Name"""
"PCTPT","""Planned Time Point Name"""
"PCTPTNUM","""Planned Time Point Number"""
"PCTPTREF","""Time Point Reference"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"PRACCSNM","""Prior Vendor/Parental Unique Sample ID"""
"PRBDSYCD","""Body System or Organ Class Code"""
"PRBODSYS","""Body System or Organ Class"""
"PRCAT","""Category"""
"PRDECOD","""Standardized Procedure Name"""
"PRDIR","""Directionality"""
"PRDOSE","""Dose"""
"PRDOSFRM","""Dose Form"""
"PRDOSFRQ","""Dosing Frequency per Interval"""
"PRDOSRGM","""Intended Dose Regimen"""
"PRDOSTXT","""Dose Description"""
"PRDOSU","""Dose Units"""
"PRDUR","""Duration of Procedure"""
"PRELTM","""Planned Elapsed Time from Time Point Ref"""
"PRENDTC","""End Date/Time of Procedure"""
"PRENDY","""Study Day of End of Procedure"""
"PRENRTPT","""End Relative to Reference Time Point"""
"PRENTPT","""End Reference Time Point"""
"PREVINTX","""Evaluation Interval Text"""
"PRGRPID","""Group ID"""
"PRHLGT","""High Level Group Term"""
"PRHLGTCD","""High Level Group Term Code"""
"PRHLT","""High Level Term"""
"PRHLTCD","""High Level Term Code"""
"PRINDC","""Indication"""
"PRLAT","""Laterality"""
"PRLLT","""Lowest Level Term"""
"PRLLTCD","""Lowest Level Term Code"""
"PRLNKGRP","""Link Group ID"""
"PRLNKID","""Link ID"""
"PRLOC","""Location of Procedure"""
"PRMODIFY","""Modified Procedure Name"""
"PRNAM","""Vendor Name"""
"PROCCUR","""Occurrence"""
"PRPORTOT","""Portion or Totality"""
"PRPRESP","""Pre-specified"""
"PRPTCD","""Preferred Term Code"""
"PRREASND","""Reason Not Done"""
"PRREFID","""Reference ID"""
"PRRFTDTC","""Date/Time of Reference Time Point"""
"PRROUTE","""Route of Administration"""
"PRSCAT","""Subcategory"""
"PRSEQ","""Sequence Number"""
"PRSMPLID","""Alternate Sample Identifier"""
"PRSOC","""Primary System Organ Class"""
"PRSOCCD","""Primary System Organ Class Code"""
"PRSPBID","""Site Surgical Pathology/Block Identifier"""
"PRSPID","""Sponsor-Defined Identifier"""
"PRSTAT","""Completion Status"""
"PRSTDTC","""Start Date/Time of Procedure"""
"PRSTDY","""Study Day of Start of Procedure"""
"PRSTRTPT","""Start Relative to Reference Time Point"""
"PRSTTPT","""Start Reference Time Point"""
"PRSUBLCD","""Location of biopsy details, specify"""
"PRSUBLOC","""Anatomical location of biopsy"""
"PRTPT","""Planned Time Point Name"""
"PRTPTNUM","""Planned Time Point Number"""
"PRTPTREF","""Time Point Reference"""
"PRTRT","""Reported Name of Procedure"""
"SPDEVID","""Sponsor Device Identifier"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"RPBLFL","""Baseline Flag"""
"RPCAT","""Category for Repro System Findings"""
"RPDTC","""Date/Time of Measurements"""
"RPDY","""Study Day of Repro System Findings"""
"RPORRES","""Result or Finding in Original Units"""
"RPORRESU","""Original Units"""
"RPSEQ","""Sequence Number"""
"RPSPID","""Sponsor-Defined Identifier"""
"RPSTRESC","""Character Result/Finding in Std. Format"""
"RPTEST","""Reproductive System Findings Test Name"""
"RPTESTCD","""Repro System Findings Test Short Name"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"RSCAT","""Category for Response Assessment"""
"RSDTC","""Date/Time of Response Assessment"""
"RSDY","""Study Day of Response Assessment"""
"RSEVAL","""Evaluator"""
"RSGRPID","""Group ID"""
"RSORRES","""Response Assessment Original Result"""
"RSREASND","""Reason Response Assessment Not Performed"""
"RSREFID","""Reference ID"""
"RSSCAT","""Subcategory"""
"RSSEQ","""Sequence Number"""
"RSSPID","""Sponsor-Defined Identifier"""
"RSSTAT","""Completion Status"""
"RSSTRESC","""Response Assessment Result in Std Format"""
"RSSTRESN","""Numeric Finding in Standard Units"""
"RSTEST","""Response Assessment Name"""
"RSTESTCD","""Response Assessment Short Name"""
"RSTPT","""Planned Time Point Name"""
"RSTPTNUM","""Planned Time Point Number"""
"RSTSTDTL","""Measurement, Test or Examination Detail"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"SCDTC","""Date/Time of Collection"""
"SCDY","""Study Day of Examination"""
"SCORRES","""Result or Finding in Original Units"""
"SCORRESU","""Original Units"""
"SCREASND","""Reason Not Performed"""
"SCSEQ","""Sequence Number"""
"SCSPID","""Sponsor-Defined Identifier"""
"SCSTRESC","""Character Result/Finding in Std Format"""
"SCSTRESN","""Numeric Result/Finding in Standard Units"""
"SCSTRESU","""Standard Units"""
"SCTEST","""Subject Characteristic"""
"SCTESTCD","""Subject Characteristic Short Name"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"ELEMENT","""Description of Element"""
"EPOCH","""Epoch"""
"ETCD","""Element Code"""
"SEENDTC","""End Date/Time of Element"""
"SEENDY","""Study Day of End of Observation"""
"SESEQ","""Sequence Number"""
"SESTDTC","""Start Date/Time of Element"""
"SESTDY","""Study Day of Start of Observation"""
"SEUPDES","""Description of Unplanned Element"""
"STUDYID","""Study Identifier"""
"TAETORD","""Planned Order of Element within Arm"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"STUDYID","""Study Identifier"""
"SUCAT","""Category for Substance Use"""
"SUDOSE","""Substance Use Consumption"""
"SUDOSFRQ","""Use Frequency Per Interval"""
"SUDOSU","""Consumption Units"""
"SUDTC","""Date/Time of Collection"""
"SUDUR","""Duration of Substance Use"""
"SUDY","""Study Day of Visit/Collection/Exam"""
"SUENDTC","""End Date/Time of Substance Use"""
"SUENDY","""Study Day of End of Substance Use"""
"SUENRTPT","""End Relative to Reference Time Point"""
"SUENTPT","""End Reference Time Point"""
"SUOCCUR","""SU Occurrence"""
"SUPRESP","""SU Pre-Specified"""
"SUREASND","""Reason Substance Use Not Collected"""
"SUSEQ","""Sequence Number"""
"SUSPID","""Sponsor-Defined Identifier"""
"SUSTDTC","""Start Date/Time of Substance Use"""
"SUSTDY","""Study Day of Start of Substance Use"""
"SUTRT","""Reported Name of Substance"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"STUDYID","""Study Identifier"""
"SVENDTC","""End Date/Time of Visit"""
"SVENDY","""Study Day of End of Visit"""
"SVSTDTC","""Start Date/Time of Visit"""
"SVSTDY","""Study Day of Start of Visit"""
"SVUPDES","""Description of Unplanned Visit"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"ARM","""Description of Planned Arm"""
"ARMCD","""Planned Arm Code"""
"DOMAIN","""Domain Abbreviation"""
"ELEMENT","""Description of Element"""
"EPOCH","""Epoch"""
"ETCD","""Element Code"""
"STUDYID","""Study Identifier"""
"TABRANCH","""Branch"""
"TAETORD","""Planned Order of Element within Arm"""
"TATRANS","""Transition Rule"""
"DOMAIN","""Domain Abbreviation"""
"ELEMENT","""Description of Element"""
"ETCD","""Element Code"""
"STUDYID","""Study Identifier"""
"TEDUR","""Planned Duration of Element"""
"TEENRL","""Rule for End of Element"""
"TESTRL","""Rule for Start of Element"""
"DOMAIN","""Domain Abbreviation"""
"IECAT","""Inclusion/Exclusion Category"""
"IETEST","""Inclusion/Exclusion Criterion"""
"IETESTCD","""Incl/Excl Criterion Short Name"""
"STUDYID","""Study Identifier"""
"TIVERS","""Protocol Criteria Versions"""
"DOMAIN","""Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"TSGRPID","""Group ID"""
"TSPARM","""Trial Summary Parameter"""
"TSPARMCD","""Trial Summary Parameter Short Name"""
"TSSEQ","""Sequence Number"""
"TSVAL","""Parameter Value"""
"TSVALCD","""Parameter Value Code"""
"TSVALNF","""Parameter Null Flavor"""
"TSVCDREF","""Name of the Reference Terminology"""
"TSVCDVER","""Version of the Reference Terminology"""
"ARM","""Description of Planned Arm"""
"ARMCD","""Planned Arm Code"""
"DOMAIN","""Domain Abbreviation"""
"STUDYID","""Study Identifier"""
"TVENRL","""Visit End Rule"""
"TVSTRL","""Visit Start Rule"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"STUDYID","""Study Identifier"""
"URBLFL","""Baseline Flag"""
"URCAT","""Category for Urinary Test"""
"URDTC","""Date/Time of Measurements"""
"URDY","""Study Day of Observation"""
"URENDTC","""End Date/Time of Observation"""
"URENDY","""Study Day of End of Observation"""
"URENRTPT","""End Relative to Reference Time Point"""
"URENTPT","""End Reference Time Point"""
"URLNKID","""Link ID"""
"URORRES","""Result or Finding in Original Units"""
"URORRESU","""Original Units"""
"URSEQ","""Sequence Number"""
"URSPID","""Sponsor-Defined Identifier"""
"URSTRESC","""Character Result/Finding in Std Format"""
"URSTRESN","""Numeric Result/Finding in Standard Units"""
"URSTRESU","""Standard Units"""
"URTEST","""Name of Urinary Test"""
"URTESTCD","""Short Name of Urinary Test"""
"URTSTDTL","""Urinary Test Detail"""
"USUBJID","""Unique Subject Identifier"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"SCRNID","""Screening Number"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"VISIT","""Visit Name"""
"VISITDY","""Planned Study Day of Visit"""
"VISITNUM","""Visit Number"""
"VSBLFL","""Baseline Flag"""
"VSCAT","""Category for Vital Signs"""
"VSDTC","""Date/Time of Measurements"""
"VSDY","""Study Day of Vital Signs"""
"VSELTM","""Planned Elapsed Time from Time Point Ref"""
"VSN2SCAL","""NEWS2 Oxygen Saturation Scale Used"""
"VSO2SRC","""Oxygen Source"""
"VSORRES","""Result or Finding in Original Units"""
"VSORRESU","""Original Units"""
"VSPOS","""Vital Signs Position of Subject"""
"VSREASND","""Reason Not Performed"""
"VSRFTDTC","""Date/Time of Reference Time Point"""
"VSSEQ","""Sequence Number"""
"VSSPID","""Sponsor-Defined Identifier"""
"VSSTRESC","""Character Result/Finding in Std Format"""
"VSSTRESN","""Numeric Result/Finding in Standard Units"""
"VSSTRESU","""Standard Units"""
"VSTEST","""Vital Signs Test Name"""
"VSTESTCD","""Vital Signs Test Short Name"""
"VSTPT","""Planned Time Point Name"""
"VSTPTNUM","""Planned Time Point Number"""
"VSTPTREF","""Time Point Reference"""
"DOMAIN","""Domain Abbreviation"""
"EPOCH","""Epoch"""
"STUDYID","""Study Identifier"""
"USUBJID","""Unique Subject Identifier"""
"YICAT","""Category"""
"YICNTRY","""Center Country"""
"YICRTN","""Clinical Research Task Number"""
"YICSTATE","""Center State"""
"YICTCITY","""Center City"""
"YICTCNAM","""Center Name"""
"YICTCNM1","""Center Name 1"""
"YICTCNM2","""Center Name 2"""
"YICTCNM3","""Center Name 3"""
"YICTCNUM","""Center Number"""
"YICTINAM","""Center Investigator Name"""
"YICTINUM","""Center Investigator Number"""
"YICTZIP","""Center Postal Zip Code"""
"YIENDTC","""End Date/Time of Inv Assignment"""
"YIENDY","""Study Day of End of Inv Assignment"""
"YIGRPID","""Group ID"""
"YIIADDR1","""Investigator Address Line 1"""
"YIIADDR2","""Investigator Address Line 2"""
"YIIADDR3","""Investigator Address Line 3"""
"YIICITY","""Investigator City"""
"YIICNTRY","""Investigator Country"""
"YIIEMAIL","""Investigator Email ID"""
"YIIFAX","""Investigator Fax Number"""
"YIIMNAM","""Investigator Middle Name"""
"YIINUM","""Investigator Contact Number"""
"YIINUMTP","""Investigator Contact Type"""
"YIINVID","""Investigator Identifier"""
"YIINVZIP","""Investigator Postal Zip Code"""
"YIISTATE","""Investigator State"""
"YISCAT","""Subcategory"""
"YISEQ","""Sequence Number"""
"YISITEID","""Site Identifier"""
"YISPID","""Sponsor-Defined Identifier"""
"YISTDTC","""Start Date/Time of Inv Assignment"""
"YISTDY","""Study Day of Start of Inv Assignment"""
"YITERM","""Reported Term for Event"""
"GRPTYPE","""Grouping Definition Type"""
"NAMVAR","""Name of Grouping Flag Variable"""
"REFCODE","""Grouping Def. Clause Dictionary Code"""
"REFDATE","""Date of Last Modification to Group. Def."""
"REFDICT","""Grouping Def. Dictionary and Version"""
"REFID","""Grouping Definition Identifier"""
"REFNAME","""Grouping Definition Name"""
"REFTERM","""Grouping Def. Clause Dictionary Term"""
"SCOPE","""Scope of the query"""
"SRCVAR","""Variable on which Grouping is Based"""
"AAGE","""Analysis Age"""
"AAGEU","""Analysis Age Unit"""
"ACCOVFL","""Confirmed COVID-19 Flag"""
"ACOVASFL","""COVID-19 Associated Flag"""
"ACOVFL","""Confirmed or Suspected COVID-19 Flag"""
"ADCUTFL","""Data Cut Censoring Flag"""
"ADURN","""Analysis Duration (N)"""
"ADURU","""Analysis Duration Units"""
"AEACN","""Action Taken with Study Treatment"""
"AEACNOT1","""Other Action Taken 1"""
"AEACNOT2","""Other Action Taken 2"""
"AEACNOTH","""Other Action Taken"""
"AEASOD","""Accidental Overdose?"""
"AEBDSYCD","""Body System or Organ Class Code"""
"AEBODSYS","""Body System or Organ Class"""
"AECAT","""Category for Adverse Event"""
"AECONCST","""Corticosteroid Medications Given for AE"""
"AECONTRT","""Concomitant or Additional Trtmnt Given"""
"AEDECOD","""Dictionary-Derived Term"""
"AEDLEYN","""Dose Limiting Adverse Event?"""
"AEDTHDTC","""Death Date"""
"AEENDTC","""End Date/Time of Adverse Event"""
"AEENDY","""Study Day of End of Adverse Event"""
"AEENRTPT","""End Relative to Reference Time Point"""
"AEENTPT","""End Reference Time Point"""
"AEEXP","""Expedited Adverse Event"""
"AEGRPID","""Group ID"""
"AEHLGT","""High Level Group Term"""
"AEHLGTCD","""High Level Group Term Code"""
"AEHLT","""High Level Term"""
"AEHLTCD","""High Level Term Code"""
"AEITOXGR","""Initial Toxicity Grade"""
"AELLT","""Lowest Level Term"""
"AELLTCD","""Lowest Level Term Code"""
"AEMEDERR","""Medication Error?"""
"AEMODIFY","""Modified Reported Term"""
"AENDT","""Analysis End Date"""
"AENDTF","""Analysis End Date Imputation Flag"""
"AENDTM","""Analysis End Date/Time"""
"AENDY","""Analysis End Relative Day"""
"AENTMF","""Analysis End Time Imputation Flag"""
"AEOCCRF","""Event Occurrence Reference Time Point"""
"AEOUT","""Outcome of Adverse Event"""
"AEPATT","""Pattern of Adverse Event"""
"AEPTCD","""Preferred Term Code"""
"AEREL","""Causality"""
"AERELNS1","""Relationship to Non-Study Treatment 1"""
"AERELNS2","""Relationship to Non-Study Treatment 2"""
"AERELNS3","""Relationship to Non-Study Treatment 3"""
"AERELNS4","""Relationship to Non-Study Treatment 4"""
"AERELNS5","""Relationship to Non-Study Treatment 5"""
"AERELNS6","""Relationship to Non-Study Treatment 6"""
"AERELNST","""Relationship to Non-Study Treatment"""
"AESCAT","""Subcategory for Adverse Event"""
"AESDTH","""Results in Death"""
"AESEQ","""Sequence Number"""
"AESER","""Serious Event"""
"AESOC","""Primary System Organ Class"""
