FOLDER,DOMAIN,VARIABLE,LABEL
BP43949S,LB,LBORRES,Result or Finding in Original Units
BP43949S,LB,LBORRESU,Original Units
BP43949S,LB,LBREASND,Reason Test Not Done
BP43949S,LB,LBREFID,Specimen ID
BP43949S,LB,LBRFTDTC,Date/Time of Reference Time Point
BP43949S,LB,LBSEQ,Sequence Number
BP43949S,LB,LBSMPLID,Alternate Sample Identifier
BP43949S,LB,LBSPCCND,Specimen Condition
BP43949S,LB,LBSPEC,Specimen Type
BP43949S,LB,LBSPID,Sponsor-Defined Identifier
BP43949S,LB,LBSTAT,Completion Status
BP43949S,LB,LBSTNRHI,Reference Range Upper Limit-Std Units
BP43949S,LB,LBSTNRLO,Reference Range Lower Limit-Std Units
BP43949S,LB,LBSTRESC,Character Result/Finding in Std Format
BP43949S,LB,LBSTRESN,Numeric Result/Finding in Standard Units
BP43949S,LB,LBSTRESU,Standard Units
BP43949S,LB,LBTEST,Lab Test or Examination Name
BP43949S,LB,LBTESTCD,Lab Test or Examination Short Name
BP43949S,LB,LBTPT,Planned Time Point Name
BP43949S,LB,LBTPTNUM,Planned Time Point Number
BP43949S,LB,LBTPTREF,Time Point Reference
BP43949S,LB,LBTSTDTL,"Measurement, Test or Examination Detail"
BP43949S,LB,STUDYID,Study Identifier
BP43949S,LB,USUBJID,Unique Subject Identifier
BP43949S,LB,VISIT,Visit Name
BP43949S,LB,VISITDY,Planned Study Day of Visit
BP43949S,LB,VISITNUM,Visit Number
BP43949S,MH,DOMAIN,Domain Abbreviation
BP43949S,MH,EPOCH,Epoch
BP43949S,MH,MHBDSYCD,Body System or Organ Class Code
BP43949S,MH,MHBODSYS,Body System or Organ Class
BP43949S,MH,MHCAT,Category for Medical History
BP43949S,MH,MHDECOD,Dictionary-Derived Term
BP43949S,MH,MHDTC,Date/Time of History Collection
BP43949S,MH,MHDY,Study Day of History Collection
BP43949S,MH,MHENDTC,End Date/Time of Medical History Event
BP43949S,MH,MHENDY,Study Day of End of Observation
BP43949S,MH,MHENRTPT,End Relative to Reference Time Point
BP43949S,MH,MHENTPT,End Reference Time Point
BP43949S,MH,MHGRPID,Group ID
BP43949S,MH,MHHLGT,High Level Group Term
BP43949S,MH,MHHLGTCD,High Level Group Term Code
BP43949S,MH,MHHLT,High Level Term
BP43949S,MH,MHHLTCD,High Level Term Code
BP43949S,MH,MHLLT,Lowest Level Term
BP43949S,MH,MHLLTCD,Lowest Level Term Code
BP43949S,MH,MHMODIFY,Modified Reported Term
BP43949S,MH,MHOCCUR,Medical History Occurrence
BP43949S,MH,MHPRESP,Medical History Event Pre-Specified
BP43949S,MH,MHPTCD,Preferred Term Code
BP43949S,MH,MHREASND,Reason Medical History Not Collected
BP43949S,MH,MHSEQ,Sequence Number
BP43949S,MH,MHSOC,Primary System Organ Class
BP43949S,MH,MHSOCCD,Primary System Organ Class Code
BP43949S,MH,MHSPID,Sponsor-Defined Identifier
BP43949S,MH,MHSTDTC,Start Date/Time of Medical History Event
BP43949S,MH,MHSTDY,Study Day of Start of Observation
BP43949S,MH,MHSTRTPT,Start Relative to Reference Time Point
BP43949S,MH,MHSTTPT,Start Reference Time Point
BP43949S,MH,MHTERM,Reported Term for the Medical History
BP43949S,MH,STUDYID,Study Identifier
BP43949S,MH,USUBJID,Unique Subject Identifier
BP43949S,MH,VISIT,Visit Name
BP43949S,MH,VISITDY,Planned Study Day of Visit
BP43949S,MH,VISITNUM,Visit Number
BP43949S,PC,DOMAIN,Domain Abbreviation
BP43949S,PC,EPOCH,Epoch
BP43949S,PC,PCANLDTC,Date/Time of Specimen or Sample Analysis
BP43949S,PC,PCCAT,Test Category
BP43949S,PC,PCDTC,Date/Time of Specimen Collection
BP43949S,PC,PCDY,Actual Study Day of Specimen Collection
BP43949S,PC,PCELTM,Planned Elapsed Time from Time Point Ref
BP43949S,PC,PCENDTC,End Date/Time of Specimen Collection
BP43949S,PC,PCENDY,Study Day of End of Observation
BP43949S,PC,PCLLOQ,Lower Limit of Quantitation
BP43949S,PC,PCMETHOD,Method of Test or Examination
BP43949S,PC,PCNAM,Vendor Name
BP43949S,PC,PCORRES,Result or Finding in Original Units
BP43949S,PC,PCORRESU,Original Units
BP43949S,PC,PCREASND,Reason Test Not Done
BP43949S,PC,PCREFID,Reference ID
BP43949S,PC,PCRFTDTC,Date/Time of Reference Point
BP43949S,PC,PCSEQ,Sequence Number
BP43949S,PC,PCSMPLID,Alternate Sample Identifier
BP43949S,PC,PCSPCCND,Specimen Condition
BP43949S,PC,PCSPEC,Specimen Material Type
BP43949S,PC,PCSPID,Sponsor-Defined Identifier
BP43949S,PC,PCSTAT,Completion Status
BP43949S,PC,PCSTRESC,Character Result/Finding in Std Format
BP43949S,PC,PCSTRESN,Numeric Result/Finding in Standard Units
BP43949S,PC,PCSTRESU,Standard Units
BP43949S,PC,PCTEST,Pharmacokinetic Test Name
BP43949S,PC,PCTESTCD,Pharmacokinetic Test Short Name
BP43949S,PC,PCTPT,Planned Time Point Name
BP43949S,PC,PCTPTNUM,Planned Time Point Number
BP43949S,PC,PCTPTREF,Time Point Reference
BP43949S,PC,STUDYID,Study Identifier
BP43949S,PC,USUBJID,Unique Subject Identifier
BP43949S,PC,VISIT,Visit Name
BP43949S,PC,VISITDY,Planned Study Day of Visit
BP43949S,PC,VISITNUM,Visit Number
BP43949S,PR,DOMAIN,Domain Abbreviation
BP43949S,PR,EPOCH,Epoch
BP43949S,PR,PRACCSNM,Prior Vendor/Parental Unique Sample ID
BP43949S,PR,PRBDSYCD,Body System or Organ Class Code
BP43949S,PR,PRBODSYS,Body System or Organ Class
BP43949S,PR,PRCAT,Category
BP43949S,PR,PRDECOD,Standardized Procedure Name
BP43949S,PR,PRDIR,Directionality
BP43949S,PR,PRDOSE,Dose
BP43949S,PR,PRDOSFRM,Dose Form
BP43949S,PR,PRDOSFRQ,Dosing Frequency per Interval
BP43949S,PR,PRDOSRGM,Intended Dose Regimen
BP43949S,PR,PRDOSTXT,Dose Description
BP43949S,PR,PRDOSU,Dose Units
BP43949S,PR,PRDUR,Duration of Procedure
BP43949S,PR,PRELTM,Planned Elapsed Time from Time Point Ref
BP43949S,PR,PRENDTC,End Date/Time of Procedure
BP43949S,PR,PRENDY,Study Day of End of Procedure
BP43949S,PR,PRENRTPT,End Relative to Reference Time Point
BP43949S,PR,PRENTPT,End Reference Time Point
BP43949S,PR,PREVINTX,Evaluation Interval Text
BP43949S,PR,PRGRPID,Group ID
BP43949S,PR,PRHLGT,High Level Group Term
BP43949S,PR,PRHLGTCD,High Level Group Term Code
BP43949S,PR,PRHLT,High Level Term
BP43949S,PR,PRHLTCD,High Level Term Code
BP43949S,PR,PRINDC,Indication
BP43949S,PR,PRLAT,Laterality
BP43949S,PR,PRLLT,Lowest Level Term
BP43949S,PR,PRLLTCD,Lowest Level Term Code
BP43949S,PR,PRLNKGRP,Link Group ID
BP43949S,PR,PRLNKID,Link ID
BP43949S,PR,PRLOC,Location of Procedure
BP43949S,PR,PRMODIFY,Modified Procedure Name
BP43949S,PR,PRNAM,Vendor Name
BP43949S,PR,PROCCUR,Occurrence
BP43949S,PR,PRPORTOT,Portion or Totality
BP43949S,PR,PRPRESP,Pre-specified
BP43949S,PR,PRPTCD,Preferred Term Code
BP43949S,PR,PRREASND,Reason Not Done
BP43949S,PR,PRREFID,Reference ID
BP43949S,PR,PRRFTDTC,Date/Time of Reference Time Point
BP43949S,PR,PRROUTE,Route of Administration
BP43949S,PR,PRSCAT,Subcategory
BP43949S,PR,PRSEQ,Sequence Number
BP43949S,PR,PRSMPLID,Alternate Sample Identifier
BP43949S,PR,PRSOC,Primary System Organ Class
BP43949S,PR,PRSOCCD,Primary System Organ Class Code
BP43949S,PR,PRSPBID,Site Surgical Pathology/Block Identifier
BP43949S,PR,PRSPID,Sponsor-Defined Identifier
BP43949S,PR,PRSTAT,Completion Status
BP43949S,PR,PRSTDTC,Start Date/Time of Procedure
BP43949S,PR,PRSTDY,Study Day of Start of Procedure
BP43949S,PR,PRSTRTPT,Start Relative to Reference Time Point
BP43949S,PR,PRSTTPT,Start Reference Time Point
BP43949S,PR,PRSUBLCD,"Location of biopsy details, specify"
BP43949S,PR,PRSUBLOC,Anatomical location of biopsy
BP43949S,PR,PRTPT,Planned Time Point Name
BP43949S,PR,PRTPTNUM,Planned Time Point Number
BP43949S,PR,PRTPTREF,Time Point Reference
BP43949S,PR,PRTRT,Reported Name of Procedure
BP43949S,PR,SPDEVID,Sponsor Device Identifier
BP43949S,PR,STUDYID,Study Identifier
BP43949S,PR,USUBJID,Unique Subject Identifier
BP43949S,PR,VISIT,Visit Name
BP43949S,PR,VISITDY,Planned Study Day of Visit
BP43949S,PR,VISITNUM,Visit Number
BP43949S,RP,DOMAIN,Domain Abbreviation
BP43949S,RP,EPOCH,Epoch
BP43949S,RP,RPBLFL,Baseline Flag
BP43949S,RP,RPCAT,Category for Repro System Findings
BP43949S,RP,RPDTC,Date/Time of Measurements
BP43949S,RP,RPDY,Study Day of Repro System Findings
BP43949S,RP,RPORRES,Result or Finding in Original Units
BP43949S,RP,RPORRESU,Original Units
BP43949S,RP,RPSEQ,Sequence Number
BP43949S,RP,RPSPID,Sponsor-Defined Identifier
BP43949S,RP,RPSTRESC,Character Result/Finding in Std. Format
BP43949S,RP,RPTEST,Reproductive System Findings Test Name
BP43949S,RP,RPTESTCD,Repro System Findings Test Short Name
BP43949S,RP,STUDYID,Study Identifier
BP43949S,RP,USUBJID,Unique Subject Identifier
BP43949S,RP,VISIT,Visit Name
BP43949S,RP,VISITDY,Planned Study Day of Visit
BP43949S,RP,VISITNUM,Visit Number
BP43949S,RS,DOMAIN,Domain Abbreviation
BP43949S,RS,EPOCH,Epoch
BP43949S,RS,RSCAT,Category for Response Assessment
BP43949S,RS,RSDTC,Date/Time of Response Assessment
BP43949S,RS,RSDY,Study Day of Response Assessment
BP43949S,RS,RSEVAL,Evaluator
BP43949S,RS,RSGRPID,Group ID
BP43949S,RS,RSORRES,Response Assessment Original Result
BP43949S,RS,RSREASND,Reason Response Assessment Not Performed
BP43949S,RS,RSREFID,Reference ID
BP43949S,RS,RSSCAT,Subcategory
BP43949S,RS,RSSEQ,Sequence Number
BP43949S,RS,RSSPID,Sponsor-Defined Identifier
BP43949S,RS,RSSTAT,Completion Status
BP43949S,RS,RSSTRESC,Response Assessment Result in Std Format
BP43949S,RS,RSSTRESN,Numeric Finding in Standard Units
BP43949S,RS,RSTEST,Response Assessment Name
BP43949S,RS,RSTESTCD,Response Assessment Short Name
BP43949S,RS,RSTPT,Planned Time Point Name
BP43949S,RS,RSTPTNUM,Planned Time Point Number
BP43949S,RS,RSTSTDTL,"Measurement, Test or Examination Detail"
BP43949S,RS,STUDYID,Study Identifier
BP43949S,RS,USUBJID,Unique Subject Identifier
BP43949S,RS,VISIT,Visit Name
BP43949S,RS,VISITDY,Planned Study Day of Visit
BP43949S,RS,VISITNUM,Visit Number
BP43949S,SC,DOMAIN,Domain Abbreviation
BP43949S,SC,EPOCH,Epoch
BP43949S,SC,SCDTC,Date/Time of Collection
BP43949S,SC,SCDY,Study Day of Examination
BP43949S,SC,SCORRES,Result or Finding in Original Units
BP43949S,SC,SCORRESU,Original Units
BP43949S,SC,SCREASND,Reason Not Performed
BP43949S,SC,SCSEQ,Sequence Number
BP43949S,SC,SCSPID,Sponsor-Defined Identifier
BP43949S,SC,SCSTRESC,Character Result/Finding in Std Format
BP43949S,SC,SCSTRESN,Numeric Result/Finding in Standard Units
BP43949S,SC,SCSTRESU,Standard Units
BP43949S,SC,SCTEST,Subject Characteristic
BP43949S,SC,SCTESTCD,Subject Characteristic Short Name
BP43949S,SC,STUDYID,Study Identifier
BP43949S,SC,USUBJID,Unique Subject Identifier
BP43949S,SE,DOMAIN,Domain Abbreviation
BP43949S,SE,ELEMENT,Description of Element
BP43949S,SE,EPOCH,Epoch
BP43949S,SE,ETCD,Element Code
BP43949S,SE,SEENDTC,End Date/Time of Element
BP43949S,SE,SEENDY,Study Day of End of Observation
BP43949S,SE,SESEQ,Sequence Number
BP43949S,SE,SESTDTC,Start Date/Time of Element
BP43949S,SE,SESTDY,Study Day of Start of Observation
BP43949S,SE,SEUPDES,Description of Unplanned Element
BP43949S,SE,STUDYID,Study Identifier
BP43949S,SE,TAETORD,Planned Order of Element within Arm
BP43949S,SE,USUBJID,Unique Subject Identifier
BP43949S,SU,DOMAIN,Domain Abbreviation
BP43949S,SU,EPOCH,Epoch
BP43949S,SU,STUDYID,Study Identifier
BP43949S,SU,SUCAT,Category for Substance Use
BP43949S,SU,SUDOSE,Substance Use Consumption
BP43949S,SU,SUDOSFRQ,Use Frequency Per Interval
BP43949S,SU,SUDOSU,Consumption Units
BP43949S,SU,SUDTC,Date/Time of Collection
BP43949S,SU,SUDUR,Duration of Substance Use
BP43949S,SU,SUDY,Study Day of Visit/Collection/Exam
BP43949S,SU,SUENDTC,End Date/Time of Substance Use
BP43949S,SU,SUENDY,Study Day of End of Substance Use
BP43949S,SU,SUENRTPT,End Relative to Reference Time Point
BP43949S,SU,SUENTPT,End Reference Time Point
BP43949S,SU,SUOCCUR,SU Occurrence
BP43949S,SU,SUPRESP,SU Pre-Specified
BP43949S,SU,SUREASND,Reason Substance Use Not Collected
BP43949S,SU,SUSEQ,Sequence Number
BP43949S,SU,SUSPID,Sponsor-Defined Identifier
BP43949S,SU,SUSTDTC,Start Date/Time of Substance Use
BP43949S,SU,SUSTDY,Study Day of Start of Substance Use
BP43949S,SU,SUTRT,Reported Name of Substance
BP43949S,SU,USUBJID,Unique Subject Identifier
BP43949S,SU,VISIT,Visit Name
BP43949S,SU,VISITDY,Planned Study Day of Visit
BP43949S,SU,VISITNUM,Visit Number
BP43949S,SV,DOMAIN,Domain Abbreviation
BP43949S,SV,EPOCH,Epoch
BP43949S,SV,STUDYID,Study Identifier
BP43949S,SV,SVENDTC,End Date/Time of Visit
BP43949S,SV,SVENDY,Study Day of End of Visit
BP43949S,SV,SVSTDTC,Start Date/Time of Visit
BP43949S,SV,SVSTDY,Study Day of Start of Visit
BP43949S,SV,SVUPDES,Description of Unplanned Visit
BP43949S,SV,USUBJID,Unique Subject Identifier
BP43949S,SV,VISIT,Visit Name
BP43949S,SV,VISITDY,Planned Study Day of Visit
BP43949S,SV,VISITNUM,Visit Number
BP43949S,TA,ARM,Description of Planned Arm
BP43949S,TA,ARMCD,Planned Arm Code
BP43949S,TA,DOMAIN,Domain Abbreviation
BP43949S,TA,ELEMENT,Description of Element
BP43949S,TA,EPOCH,Epoch
BP43949S,TA,ETCD,Element Code
BP43949S,TA,STUDYID,Study Identifier
BP43949S,TA,TABRANCH,Branch
BP43949S,TA,TAETORD,Planned Order of Element within Arm
BP43949S,TA,TATRANS,Transition Rule
BP43949S,TE,DOMAIN,Domain Abbreviation
BP43949S,TE,ELEMENT,Description of Element
BP43949S,TE,ETCD,Element Code
BP43949S,TE,STUDYID,Study Identifier
BP43949S,TE,TEDUR,Planned Duration of Element
BP43949S,TE,TEENRL,Rule for End of Element
BP43949S,TE,TESTRL,Rule for Start of Element
BP43949S,TI,DOMAIN,Domain Abbreviation
BP43949S,TI,IECAT,Inclusion/Exclusion Category
BP43949S,TI,IETEST,Inclusion/Exclusion Criterion
BP43949S,TI,IETESTCD,Incl/Excl Criterion Short Name
BP43949S,TI,STUDYID,Study Identifier
BP43949S,TI,TIVERS,Protocol Criteria Versions
BP43949S,TS,DOMAIN,Domain Abbreviation
BP43949S,TS,STUDYID,Study Identifier
BP43949S,TS,TSGRPID,Group ID
BP43949S,TS,TSPARM,Trial Summary Parameter
BP43949S,TS,TSPARMCD,Trial Summary Parameter Short Name
BP43949S,TS,TSSEQ,Sequence Number
BP43949S,TS,TSVAL,Parameter Value
BP43949S,TS,TSVALCD,Parameter Value Code
BP43949S,TS,TSVALNF,Parameter Null Flavor
BP43949S,TS,TSVCDREF,Name of the Reference Terminology
BP43949S,TS,TSVCDVER,Version of the Reference Terminology
BP43949S,TV,ARM,Description of Planned Arm
BP43949S,TV,ARMCD,Planned Arm Code
BP43949S,TV,DOMAIN,Domain Abbreviation
BP43949S,TV,STUDYID,Study Identifier
BP43949S,TV,TVENRL,Visit End Rule
BP43949S,TV,TVSTRL,Visit Start Rule
BP43949S,TV,VISIT,Visit Name
BP43949S,TV,VISITDY,Planned Study Day of Visit
BP43949S,TV,VISITNUM,Visit Number
BP43949S,UR,DOMAIN,Domain Abbreviation
BP43949S,UR,EPOCH,Epoch
BP43949S,UR,STUDYID,Study Identifier
BP43949S,UR,URBLFL,Baseline Flag
BP43949S,UR,URCAT,Category for Urinary Test
BP43949S,UR,URDTC,Date/Time of Measurements
BP43949S,UR,URDY,Study Day of Observation
BP43949S,UR,URENDTC,End Date/Time of Observation
BP43949S,UR,URENDY,Study Day of End of Observation
BP43949S,UR,URENRTPT,End Relative to Reference Time Point
BP43949S,UR,URENTPT,End Reference Time Point
BP43949S,UR,URLNKID,Link ID
BP43949S,UR,URORRES,Result or Finding in Original Units
BP43949S,UR,URORRESU,Original Units
BP43949S,UR,URSEQ,Sequence Number
BP43949S,UR,URSPID,Sponsor-Defined Identifier
BP43949S,UR,URSTRESC,Character Result/Finding in Std Format
BP43949S,UR,URSTRESN,Numeric Result/Finding in Standard Units
BP43949S,UR,URSTRESU,Standard Units
BP43949S,UR,URTEST,Name of Urinary Test
BP43949S,UR,URTESTCD,Short Name of Urinary Test
BP43949S,UR,URTSTDTL,Urinary Test Detail
BP43949S,UR,USUBJID,Unique Subject Identifier
BP43949S,VS,DOMAIN,Domain Abbreviation
BP43949S,VS,EPOCH,Epoch
BP43949S,VS,SCRNID,Screening Number
BP43949S,VS,STUDYID,Study Identifier
BP43949S,VS,USUBJID,Unique Subject Identifier
BP43949S,VS,VISIT,Visit Name
BP43949S,VS,VISITDY,Planned Study Day of Visit
BP43949S,VS,VISITNUM,Visit Number
BP43949S,VS,VSBLFL,Baseline Flag
BP43949S,VS,VSCAT,Category for Vital Signs
BP43949S,VS,VSDTC,Date/Time of Measurements
BP43949S,VS,VSDY,Study Day of Vital Signs
BP43949S,VS,VSELTM,Planned Elapsed Time from Time Point Ref
BP43949S,VS,VSN2SCAL,NEWS2 Oxygen Saturation Scale Used
BP43949S,VS,VSO2SRC,Oxygen Source
BP43949S,VS,VSORRES,Result or Finding in Original Units
BP43949S,VS,VSORRESU,Original Units
BP43949S,VS,VSPOS,Vital Signs Position of Subject
BP43949S,VS,VSREASND,Reason Not Performed
BP43949S,VS,VSRFTDTC,Date/Time of Reference Time Point
BP43949S,VS,VSSEQ,Sequence Number
BP43949S,VS,VSSPID,Sponsor-Defined Identifier
BP43949S,VS,VSSTRESC,Character Result/Finding in Std Format
BP43949S,VS,VSSTRESN,Numeric Result/Finding in Standard Units
BP43949S,VS,VSSTRESU,Standard Units
BP43949S,VS,VSTEST,Vital Signs Test Name
BP43949S,VS,VSTESTCD,Vital Signs Test Short Name
BP43949S,VS,VSTPT,Planned Time Point Name
BP43949S,VS,VSTPTNUM,Planned Time Point Number
BP43949S,VS,VSTPTREF,Time Point Reference
BP43949S,YI,DOMAIN,Domain Abbreviation
BP43949S,YI,EPOCH,Epoch
BP43949S,YI,STUDYID,Study Identifier
BP43949S,YI,USUBJID,Unique Subject Identifier
BP43949S,YI,YICAT,Category
BP43949S,YI,YICNTRY,Center Country
BP43949S,YI,YICRTN,Clinical Research Task Number
BP43949S,YI,YICSTATE,Center State
BP43949S,YI,YICTCITY,Center City
BP43949S,YI,YICTCNAM,Center Name
BP43949S,YI,YICTCNM1,Center Name 1
BP43949S,YI,YICTCNM2,Center Name 2
BP43949S,YI,YICTCNM3,Center Name 3
BP43949S,YI,YICTCNUM,Center Number
BP43949S,YI,YICTINAM,Center Investigator Name
BP43949S,YI,YICTINUM,Center Investigator Number
BP43949S,YI,YICTZIP,Center Postal Zip Code
BP43949S,YI,YIENDTC,End Date/Time of Inv Assignment
BP43949S,YI,YIENDY,Study Day of End of Inv Assignment
BP43949S,YI,YIGRPID,Group ID
BP43949S,YI,YIIADDR1,Investigator Address Line 1
BP43949S,YI,YIIADDR2,Investigator Address Line 2
BP43949S,YI,YIIADDR3,Investigator Address Line 3
BP43949S,YI,YIICITY,Investigator City
BP43949S,YI,YIICNTRY,Investigator Country
BP43949S,YI,YIIEMAIL,Investigator Email ID
BP43949S,YI,YIIFAX,Investigator Fax Number
BP43949S,YI,YIIMNAM,Investigator Middle Name
BP43949S,YI,YIINUM,Investigator Contact Number
BP43949S,YI,YIINUMTP,Investigator Contact Type
BP43949S,YI,YIINVID,Investigator Identifier
BP43949S,YI,YIINVZIP,Investigator Postal Zip Code
BP43949S,YI,YIISTATE,Investigator State
BP43949S,YI,YISCAT,Subcategory
BP43949S,YI,YISEQ,Sequence Number
BP43949S,YI,YISITEID,Site Identifier
BP43949S,YI,YISPID,Sponsor-Defined Identifier
BP43949S,YI,YISTDTC,Start Date/Time of Inv Assignment
BP43949S,YI,YISTDY,Study Day of Start of Inv Assignment
BP43949S,YI,YITERM,Reported Term for Event
BP43949V,AAG,GRPTYPE,Grouping Definition Type
BP43949V,AAG,NAMVAR,Name of Grouping Flag Variable
BP43949V,AAG,REFCODE,Grouping Def. Clause Dictionary Code
BP43949V,AAG,REFDATE,Date of Last Modification to Group. Def.
BP43949V,AAG,REFDICT,Grouping Def. Dictionary and Version
BP43949V,AAG,REFID,Grouping Definition Identifier
BP43949V,AAG,REFNAME,Grouping Definition Name
BP43949V,AAG,REFTERM,Grouping Def. Clause Dictionary Term
BP43949V,AAG,SCOPE,Scope of the query
BP43949V,AAG,SRCVAR,Variable on which Grouping is Based
BP43949V,ADAE,AAGE,Analysis Age
BP43949V,ADAE,AAGEU,Analysis Age Unit
BP43949V,ADAE,ACCOVFL,Confirmed COVID-19 Flag
BP43949V,ADAE,ACOVASFL,COVID-19 Associated Flag
BP43949V,ADAE,ACOVFL,Confirmed or Suspected COVID-19 Flag
BP43949V,ADAE,ADCUTFL,Data Cut Censoring Flag
BP43949V,ADAE,ADURN,Analysis Duration (N)
BP43949V,ADAE,ADURU,Analysis Duration Units
BP43949V,ADAE,AEACN,Action Taken with Study Treatment
BP43949V,ADAE,AEACNOT1,Other Action Taken 1
BP43949V,ADAE,AEACNOT2,Other Action Taken 2
BP43949V,ADAE,AEACNOTH,Other Action Taken
BP43949V,ADAE,AEASOD,Accidental Overdose?
BP43949V,ADAE,AEBDSYCD,Body System or Organ Class Code
BP43949V,ADAE,AEBODSYS,Body System or Organ Class
BP43949V,ADAE,AECAT,Category for Adverse Event
BP43949V,ADAE,AECONCST,Corticosteroid Medications Given for AE
BP43949V,ADAE,AECONTRT,Concomitant or Additional Trtmnt Given
BP43949V,ADAE,AEDECOD,Dictionary-Derived Term
BP43949V,ADAE,AEDLEYN,Dose Limiting Adverse Event?
BP43949V,ADAE,AEDTHDTC,Death Date
BP43949V,ADAE,AEENDTC,End Date/Time of Adverse Event
BP43949V,ADAE,AEENDY,Study Day of End of Adverse Event
BP43949V,ADAE,AEENRTPT,End Relative to Reference Time Point
BP43949V,ADAE,AEENTPT,End Reference Time Point
BP43949V,ADAE,AEEXP,Expedited Adverse Event
BP43949V,ADAE,AEGRPID,Group ID
BP43949V,ADAE,AEHLGT,High Level Group Term
BP43949V,ADAE,AEHLGTCD,High Level Group Term Code
BP43949V,ADAE,AEHLT,High Level Term
BP43949V,ADAE,AEHLTCD,High Level Term Code
BP43949V,ADAE,AEITOXGR,Initial Toxicity Grade
BP43949V,ADAE,AELLT,Lowest Level Term
BP43949V,ADAE,AELLTCD,Lowest Level Term Code
BP43949V,ADAE,AEMEDERR,Medication Error?
BP43949V,ADAE,AEMODIFY,Modified Reported Term
BP43949V,ADAE,AENDT,Analysis End Date
BP43949V,ADAE,AENDTF,Analysis End Date Imputation Flag
BP43949V,ADAE,AENDTM,Analysis End Date/Time
BP43949V,ADAE,AENDY,Analysis End Relative Day
BP43949V,ADAE,AENTMF,Analysis End Time Imputation Flag
BP43949V,ADAE,AEOCCRF,Event Occurrence Reference Time Point
BP43949V,ADAE,AEOUT,Outcome of Adverse Event
BP43949V,ADAE,AEPATT,Pattern of Adverse Event
BP43949V,ADAE,AEPTCD,Preferred Term Code
BP43949V,ADAE,AEREL,Causality
BP43949V,ADAE,AERELNS1,Relationship to Non-Study Treatment 1
BP43949V,ADAE,AERELNS2,Relationship to Non-Study Treatment 2
BP43949V,ADAE,AERELNS3,Relationship to Non-Study Treatment 3
BP43949V,ADAE,AERELNS4,Relationship to Non-Study Treatment 4
BP43949V,ADAE,AERELNS5,Relationship to Non-Study Treatment 5
